id	name	lon	lat	kind	rank	population	source
teotihuacan	San Juan Teotihuacán	-98.871900	19.685000	pueblo / cabecera municipal	3	0	catálogo_local_curado
san_martin_piramides	San Martín de las Pirámides	-98.835000	19.705600	pueblo / cabecera municipal	3	0	catálogo_local_curado
otumba	Otumba de Gómez Farías	-98.758900	19.699700	pueblo / cabecera municipal	3	0	catálogo_local_curado
axapusco	Axapusco	-98.758100	19.724700	pueblo / cabecera municipal	4	0	catálogo_local_curado
nopaltepec	Nopaltepec	-98.712200	19.779700	pueblo / cabecera municipal	4	0	catálogo_local_curado
temascalapa	Temascalapa	-98.902800	19.828900	pueblo / cabecera municipal	3	0	catálogo_local_curado
chimalhuacan	Chimalhuacán	-98.954400	19.421100	ciudad / cabecera municipal	1	705193	catálogo_local_curado
chicoloapan	San Vicente Chicoloapan	-98.902500	19.416900	ciudad / cabecera municipal	2	0	catálogo_local_curado
los_reyes_la_paz	Los Reyes Acaquilpan	-98.990300	19.357200	ciudad / cabecera municipal	2	0	catálogo_local_curado
ixtapaluca	Ixtapaluca	-98.882800	19.315600	ciudad / cabecera municipal	2	0	catálogo_local_curado
chalco	Chalco de Díaz Covarrubias	-98.897200	19.264700	ciudad / cabecera municipal	2	0	catálogo_local_curado
valle_de_chalco	Valle de Chalco Solidaridad	-98.938900	19.291900	ciudad	2	0	catálogo_local_curado
cocotitlan	Cocotitlán	-98.865600	19.231100	pueblo / cabecera municipal	4	0	catálogo_local_curado
temamatla	Temamatla	-98.869200	19.203100	pueblo / cabecera municipal	4	0	catálogo_local_curado
tlalmanalco	Tlalmanalco de Velázquez	-98.804400	19.205600	pueblo / cabecera municipal	3	0	catálogo_local_curado
amecameca	Amecameca de Juárez	-98.766900	19.123600	ciudad / cabecera municipal	3	0	catálogo_local_curado
ozumba	Ozumba de Alzate	-98.795000	19.036900	pueblo / cabecera municipal	3	0	catálogo_local_curado
tepetlixpa	Tepetlixpa	-98.819200	19.026400	pueblo / cabecera municipal	4	0	catálogo_local_curado
atlautla	Atlautla de Victoria	-98.778100	19.021100	pueblo / cabecera municipal	4	0	catálogo_local_curado
ecatzingo	Ecatzingo de Hidalgo	-98.751900	18.955600	pueblo / cabecera municipal	4	0	catálogo_local_curado
juchitepec	Juchitepec de Mariano Riva Palacio	-98.878100	19.101100	pueblo / cabecera municipal	4	0	catálogo_local_curado
tenango_aire	Tenango del Aire	-98.856900	19.157800	pueblo / cabecera municipal	4	0	catálogo_local_curado
ayapango	Ayapango de Gabriel Ramos Millán	-98.799200	19.126400	pueblo / cabecera municipal	4	0	catálogo_local_curado
ayotzingo	San Juan y San Pedro Tezompa	-98.918600	19.224200	pueblo	4	0	catálogo_local_curado
san_martin_cuautlalpan	San Martín Cuautlalpan	-98.802800	19.276400	pueblo	4	0	catálogo_local_curado
miraflores_chalco	San Mateo Huitzilzingo	-98.916900	19.228100	pueblo	4	0	catálogo_local_curado
lerma	Lerma de Villada	-99.510300	19.285800	ciudad / cabecera municipal	2	0	catálogo_local_curado
ocoyoacac	Ocoyoacac	-99.458600	19.271100	pueblo / cabecera municipal	3	0	catálogo_local_curado
la_marquesa	La Marquesa	-99.379200	19.295300	pueblo / paraje urbano	4	0	catálogo_local_curado
san_mateo_atenco	San Mateo Atenco	-99.532800	19.267200	ciudad / cabecera municipal	3	0	catálogo_local_curado
capulhuac	Capulhuac de Mirafuentes	-99.466900	19.193600	pueblo / cabecera municipal	3	0	catálogo_local_curado
tianguistenco	Santiago Tianguistenco	-99.466900	19.180600	ciudad / cabecera municipal	3	0	catálogo_local_curado
xalatlaco	Xalatlaco	-99.418900	19.183900	pueblo / cabecera municipal	4	0	catálogo_local_curado
almoloya_rio	Almoloya del Río	-99.488600	19.160300	pueblo / cabecera municipal	4	0	catálogo_local_curado
texcalyacac	Texcalyacac	-99.499700	19.132800	pueblo / cabecera municipal	4	0	catálogo_local_curado
santa_cruz_atizapan	Santa Cruz Atizapán	-99.488600	19.176400	pueblo / cabecera municipal	4	0	catálogo_local_curado
huitzilac	Huitzilac	-99.267200	19.028300	pueblo / cabecera municipal	4	0	catálogo_local_curado
tres_marias	Tres Marías	-99.239400	19.050800	pueblo	4	0	catálogo_local_curado
tepoztlan	Tepoztlán	-99.099200	18.984200	pueblo / cabecera municipal	3	0	catálogo_local_curado
